title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
SHOK MOCHI HADA 滋养柔肤沐浴油 525毫升,SHOK MOCHI HADA 滋养柔肤沐浴油 525毫升,12.5,https://cf.shopee.com.my/file/sg-11134201-820lp-mntqc1a5k7ig2a,http://shopee.com.my/product/21516516/6301798449,Bath & Body Care,Body Wash & Soap,IVCN202605201429,70353014189,https://detail.1688.com/offer/823748800080.html?spm=a26352.13672862.offerlist.1.67221e62VvMWmk&cosite=-&tracelog=p4p&_p_isad=1&clickid=5b99bc855c3d49c3ae38bda89f1a957b&sessionid=d6851235976332b34f766ba22ad32a85,1688链接,05-21发布,6301798449,9.54227,六月热招,1
Tanamera草本按摩油 100毫升,Tanamera草本按摩油 100毫升,67.86,https://cf.shopee.com.my/file/my-11134207-820le-mntsnmuizl6sb9,http://shopee.com.my/product/58350857/951114612,Bath & Body Care,Massage Oil,IVCN202605201431,70353048705,https://detail.1688.com/offer/987884538070.html?spm=a26352.13672862.offerlist.102.45d51e62zbwkuo&offerId=987884538070&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=340c31a6d8af4619ae4b1fb36b0dd0a6&skuId=5953210916426&forcePC=1768552688037,1688链接,05-21发布,951114612,59.852,六月热招,1
有助于改善干燥、暗沉和肤色不均的护肤油，并有助于改善妊娠纹——BIO-OIL 护肤油（125毫升瓶装）,有助于改善干燥、暗沉和肤色不均的护肤油，并有助于改善妊娠纹——BIO-OIL 护肤油（125毫升瓶装）,41.09,https://cf.shopee.vn/file/sg-11134201-820ne-mnst7yjsvfgga2,http://shopee.vn/product/131190752/1981878143,Bath & Body Care,Body Oil,IVCN202605201433,70443118127,https://detail.1688.com/offer/1031280800078.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,05-21发布,1981878143,35.26398,六月热招,1
（清仓特卖）Medimix 18种阿育吠陀草本皂三件套，速效，每块125克,（清仓特卖）Medimix 18种阿育吠陀草本皂三件套，速效，每块125克,4.5,https://cf.shopee.vn/file/vn-11134207-81ztc-mlrwn9xe6pdw40,http://shopee.vn/product/4984332/1971711827,Bath & Body Care,Body Wash & Soap,IVCN202605201435,72118625468,https://detail.1688.com/offer/802749885297.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2107d64617454768523355357e1335&token=jNVBiroc7v9i%2B4DDDOOqrvQ%2BfU9dUB7SDuh9%2B%2FtTuXyboU4ZZyZBOT9xBzv%2FNsAQ,1688链接,05-21发布,1971711827,2.18241,六月热招,1
T3祛痘沐浴露 - 杀菌型 550毫升,T3祛痘沐浴露 - 杀菌型 550毫升,14.16,https://cf.shopee.com.my/file/my-11134201-7rask-m9ep1k0i8p725c,http://shopee.com.my/product/21516516/3481592704,Bath & Body Care,Body Wash & Soap,IVCN202605201437,81076705977,https://detail.1688.com/offer/756610893507.html?spm=a26352.13672862.offerlist.14.5a1cb209HMxPlm&offerId=756610893507&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5219423713634&trace_log=normal&uuid=bfafecda470247ffafe4ba33cb6d0f4c&forcePC=1768806236730,1688链接,05-21发布,3481592704,11.01915,六月热招,1
Silka橄榄油润肤露（绿色特级）200毫升，2瓶装,Silka橄榄油润肤露（绿色特级）200毫升，2瓶装,13.24,https://cf.shopee.ph/file/sg-11134201-7rfey-m3dsep91992f36,http://shopee.ph/product/27653726/29719716115,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202605201439,89060126165,https://detail.1688.com/offer/685487922562.html?spm=a26352.13672862.offerlist.155.29dc1e62AM7qVD&offerId=685487922562&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5071006355966&trace_log=normal&uuid=ab6f3ed5f35f49439e3cf72cafb9319c&forcePC=1774435890501,1688链接,05-21发布,29719716115,9.78806,六月热招,1
SMOM 生姜海藻沐浴露 450ml - 有助于去除污垢和油脂。,沐浴露,5.56,https://cf.shopee.vn/file/vn-11134207-81ztc-mnjkpj82ik1v04,http://shopee.vn/product/307922186/28623482868,Bath & Body Care,Body Wash & Soap,IVCN202605201441,89088695842,https://detail.1688.com/offer/914537297068.html?spm=a26352.13672862.offerlist.4.2a401e62Ttoe0q&offerId=914537297068&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6122614534471&trace_log=normal&uuid=e9da5730964e4d54b512c2237a06d356&forcePC=1770883379819,1688链接,05-21发布,28623482868,8.59384,六月热招,1
SOL LORA 20克蜂胶霜，缓解膝盖疼痛，适用于身体关节和半月板撕裂。,3 件,4.5,https://cf.shopee.com.br/file/sg-11134201-7rd5u-lvv91jvnwnrsde,http://shopee.com.br/product/1003081434/29151223711,Bath & Body Care,Others,IVCN202605201443,89574164581,https://detail.1688.com/offer/754730147744.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,05-21发布,29151223711,7.25582,六月热招,1
RtopR 芒果丰臀霜提拉紧致滋养臀部护理霜 (40克),RtopR 芒果丰臀霜提拉紧致滋养臀部护理霜 (40克),4.36,https://cf.shopee.com.my/file/sg-11134201-81zuf-mmvqu84f5o1u57,http://shopee.com.my/product/322264609/11508213393,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202605201445,92439914683,https://detail.1688.com/offer/599952340890.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A2107d64617491930240597646e13fb&token=FOOVWjwCHlqaT2nj1YdbSuoUBVNWToO6%2BIQ%2FZVAxLT7tOP1kDFZhIkETZo2eqsEo,1688链接,05-21发布,11508213393,5.51052,六月热招,1
DERMACYN 无疤痕祛疤凝胶 45克（有效期至：2028年8月）,DERMACYN 无疤痕祛疤凝胶 45克（有效期至：2028年8月）,50.69,https://cf.shopee.com.my/file/my-11134207-7rasd-m29ebsbyl6ov07,http://shopee.com.my/product/43562783/15388285505,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202605201447,99419570453,https://detail.1688.com/offer/784211966327.html?spm=a26352.13672862.offerlist.23.1e1c1e62tUHsRM&cosite=-&tracelog=p4p&_p_isad=1&clickid=049478cda31e4e1286216f1c026dcb65&sessionid=3b6cfce2ea48d6720c897aafc08c5060,1688链接,05-21发布,15388285505,50.69902,六月热招,1
【3瓶装】力士抗菌沐浴露补充装，共10瓶，每瓶800毫升,救生圈 Total 10,19.04,https://cf.shopee.com.my/file/my-11134207-820lg-mnqlywd1et4wf6,http://shopee.com.my/product/26152357/8372017230,Bath & Body Care,Body Wash & Soap,IVCN202605201449,1.01E+11,https://detail.1688.com/offer/977851720425.html?spm=a26352.13672862.offerlist.11.617c6af5eX5F0h&offerId=977851720425&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6097727163044&trace_log=normal&uuid=f9b11af09d7348aab26798e0a19d6873&forcePC=1774507064638,1688链接,05-21发布,8372017230,15.37641,六月热招,1
乳木果油甘油皂基 - 500克/250克/100克 - 熔化浇注皂基 - 手工皂制作,500克,4.89,https://cf.shopee.ph/file/ph-11134207-81ztc-mkau2406g5xi7b,http://shopee.ph/product/386429529/15757417548,Bath & Body Care,Body Wash & Soap,IVCN202605201451,1.06E+11,https://detail.1688.com/offer/1018558221915.html?spm=a26352.13672862.offerlist.36.745c1e62ie7ZeF&cosite=-&tracelog=p4p&_p_isad=1&clickid=84425a1776304cdeb2783de8c563e214&sessionid=ea7314da2e52f9d79366ced15115459a,1688链接,05-21发布,15757417548,4.89575,六月热招,1
正宗草本生姜、姜黄和花卉沐浴露 1000克 - 深层清洁，预防痤疮,正宗草本生姜、姜黄和花卉沐浴露 1000克 - 深层清洁，预防痤疮,23.81,https://cf.shopee.vn/file/vn-11134207-81ztc-mn3tujf1s8p0cb,http://shopee.vn/product/24191239/26952853194,Bath & Body Care,Body Wash & Soap,IVCN202605201453,1.08E+11,https://detail.1688.com/offer/810516109072.html?spm=a26352.13672862.offerlist.1.781f1e620N0ZSS&cosite=-&tracelog=p4p&_p_isad=1&clickid=32bd82a5af7a4082810749a5532a7583&sessionid=257d9d2b401ec74e18991dcfdca2c710,1688链接,05-21发布,26952853194,19.3064,六月热招,1
美白身体套装：Bielenda 保湿乳液 400ml + 烟酰胺粉 50g 小袋装,美白身体套装：Bielenda 保湿乳液 400ml + 烟酰胺粉 50g 小袋装,31.14,https://cf.shopee.vn/file/vn-11134207-81ztc-mnti6d5riyvaa5,http://shopee.vn/product/1256752092/27108428131,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202605201455,1.08E+11,https://detail.1688.com/offer/628430397964.html?spm=a26352.13672862.offerlist.10.491044de2CQIga&offerId=628430397964&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=925e15f6d99b498aa79f96fee0338e78&skuId=5131224281868&forcePC=1774492303013 https://detail.1688.com/offer/938635357108.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,05-21发布,27108428131,26.17511,六月热招,1
【ALL GLOW BUNDLE 首尔秘密香皂】护肤传统。每一块香皂都蕴含着大自然最优质的成分。,10片装 72小时/美白,5.67,https://cf.shopee.ph/file/ph-11134207-81ztp-mfny2xf98nwta7,http://shopee.ph/product/1597587702/42962227633,Bath & Body Care,Body Wash & Soap,IVCN202605201457,1.09E+11,https://detail.1688.com/offer/752378689941.html?spm=a26352.13672862.offerlist.1.2f815765AvOwKI&offerId=752378689941&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=2af1353647d64ec79b237204a0490393&skuId=5762740820622&forcePC=1760412041793,1688链接,05-21发布,42962227633,5.67601,六月热招,1
NAKIZ LIVELY BUTT 〡 祛除臀部、腹股沟、腋下、背部、乳头、肘部、膝盖等部位痤疮疤痕的乳霜……泰国,纳基兹妇女,6.87,https://cf.shopee.vn/file/vn-11134207-7ras8-mbgoo7pn1j5wbb,http://shopee.vn/product/97549058/4537529012,Bath & Body Care,Others,IVCN202605201459,1.09E+11,https://detail.1688.com/offer/901855905390.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,05-21发布,4537529012,5.10621,六月热招,1
木芥子香氛身体保湿套装和身体喷雾,身体喷雾和乳霜,11.58,https://cf.shopee.com.br/file/br-11134207-81z1k-mge4loiaaghxb4,http://shopee.com.br/product/395166866/22099163532,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202605201461,1.10E+11,https://detail.1688.com/offer/936603909931.html?spm=a26352.13672862.offerlist.59.66e4676aNRroIm&offerId=936603909931&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=2c80bc0bcbca4fd096e962bc47d2e3ed&skuId=5827968972617&forcePC=1767064639587,1688链接,05-21发布,22099163532,5.47465,六月热招,1
SUR.MEDIC+ 超级谷胱甘肽 100™ 亮白紧致身体乳 150ml - 美白紧致身体乳,SUR.MEDIC+ 超级谷胱甘肽 100™ 亮白紧致身体乳 150ml - 美白紧致身体乳,36.95,https://cf.shopee.vn/file/vn-11134207-820l4-mj3xcx1kt3pgc4,http://shopee.vn/product/308769229/8651456218,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202605201463,1.10E+11,https://detail.1688.com/offer/905411919156.html?spm=a26352.13672862.offerlist.14.6cb833afysho9l&offerId=905411919156&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=cca864a974914dc386dca1cf2bbff921&skuId=5932143890189&forcePC=1768554998161,1688链接,05-21发布,8651456218,31.32905,六月热招,1
SNAILWHITE 白皂 50克 4块装,SNAILWHITE 白皂 50克 4块装,27.55,https://cf.shopee.ph/file/sg-11134201-820n1-mnkxz9jhjgn9eb,http://shopee.ph/product/48034555/5293625497,Bath & Body Care,Body Wash & Soap,IVCN202605201465,1.11E+11,https://detail.1688.com/offer/978404431720.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0,1688链接,05-21发布,5293625497,22.68563,六月热招,1
TROPIKA薰衣草椰子身体油（100毫升）,TROPIKA薰衣草椰子身体油（100毫升）,19.71,https://cf.shopee.com.my/file/my-11134201-820l8-mfrnorz3s3kd42,http://shopee.com.my/product/163557405/6809895849,Bath & Body Care,Body Oil,IVCN202605201467,1.12E+11,https://detail.1688.com/offer/758518163232.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,05-21发布,6809895849,16.62396,六月热招,1
艾泽兰洁面皂 - 套装（100克 x 3）,艾泽兰洁面皂 - 套装（100克 x 3）,8.8,https://cf.shopee.ph/file/ph-11134207-81ztc-mllbejcwbzeo18,http://shopee.ph/product/482297059/10351749155,Bath & Body Care,Body Wash & Soap,IVCN202605201469,1.13E+11,https://detail.1688.com/offer/822117559936.html?spm=a26352.b28411319.offerlist.6.2a421e628RCzCO,1688链接,05-21发布,10351749155,6.3318,六月热招,1
象牙芦荟香型沐浴露 621毫升,象牙芦荟,1.55,https://cf.shopee.ph/file/b4a95fca18e5ad5a4cdb8a5b441e577a,http://shopee.ph/product/149174871/11658254950,Bath & Body Care,Body Wash & Soap,IVCN202605201471,1.17E+11,https://detail.1688.com/offer/630259762866.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0,1688链接,05-21发布,11658254950,8.4888,六月热招,1
凡士林石油凝胶，100克,独特的,19.04,https://cf.shopee.com.br/file/sg-11134201-82621-mm7s1p5wkver84,http://shopee.com.br/product/893869193/23398087677,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202605201473,1.20E+11,https://detail.1688.com/offer/988538045111.html?spm=a26352.b28411319/2508.0.0,1688链接,05-21发布,23398087677,16.18655,六月热招,1
Grace and Glow 二合一日常亮白防晒身体精华液 + White B3 亮白身体凝胶乳液,1片 SPF+凝胶,13.51,https://cf.shopee.ph/file/ph-11134207-81zte-mlhahvvc20p43b,http://shopee.ph/product/729691372/29755548207,Bath & Body Care,Sun Care,IVCN202605201475,1.29E+11,"https://detail.1688.com/offer/952659618501.html?spm=a26352.13672862.offerlist.1.30741e62It324l&cosite=-&tracelog=p4p&_p_isad=1&clickid=68a081f907ec4990a16942efa352182f&sessionid=c028b8c4c5455aea33be62f22162c68a
https://detail.1688.com/offer/644062091042.html?spm=a26352.13672862.offerlist.9.29762b9aPEQQrW&offerId=644062091042&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5961841011488&trace_log=normal&uuid=866e81915d9f46d8acd9f0fc6c60b048&forcePC=1765797844466",1688链接,05-21发布,29755548207,10.76372,六月热招,1
Helioderm 无油三合一面部防晒霜 SPF 70，无色，50克,独特的,11.67,https://cf.shopee.com.br/file/sg-11134201-8261j-mmh4511x37ybac,http://shopee.com.br/product/893869193/21399245354,Bath & Body Care,Sun Care,IVCN202605201477,1.30E+11,https://detail.1688.com/offer/887864392132.html?spm=a26352.b28411319.offerlist.17.26fe1e626bz7l8&version=0,1688链接,05-21发布,21399245354,8.71124,六月热招,1
人性舒缓按摩油 | 滋养、放松、提神（不含任何有害化学物质）,95毫升,7.06,https://cf.shopee.ph/file/ph-11134207-7r990-lxko6j35v9c4be,http://shopee.ph/product/623745827/14919249776,Bath & Body Care,Massage Oil,IVCN202605201479,1.33E+11,https://detail.1688.com/offer/884531822458.html?tracelog=p4p&spm=a26352.13672862.offerlist.1.305a4a415PFLte&clickid=25f639856d8745449104bb52f5e5c944&sessionid=5a92359c5690608ffb4a75f76cb5071b&_p_isad=1,1688链接,05-21发布,14919249776,5.31959,六月热招,1
Wink White Lime Soap Thailand SEBUN LEMON For All Skin ORIGINAL💯,青柠皂,2.23,https://cf.shopee.com.my/file/647dda729fcd83fab299b895f0ed1423,http://shopee.com.my/product/58555902/17029319822,Bath & Body Care,Body Wash & Soap,IVCN202605201481,1.35E+11,https://detail.1688.com/offer/977889482652.html?spm=a26352.13672862.offerlist.58.52331e62pMmBHy&offerId=977889482652&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=8ff13215df9b4ee9a364bf6f02562924&skuId=6099170418750&forcePC=1772441738594,1688链接,05-21发布,17029319822,2.23909,六月热招,1
Peacholic White 身体提亮精华液 250ml - 一款提亮肤色并促进肌肤美白的身体精华液。,Peacholic White 身体提亮精华液 250ml - 一款提亮肤色并促进肌肤美白的身体精华液。,52.52,https://cf.shopee.vn/file/vn-11134207-81ztc-mmblhz989i4hf9,http://shopee.vn/product/961161504/24773089696,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202605201483,1.38E+11,https://detail.1688.com/offer/829304103926.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,05-21发布,24773089696,44.87909,六月热招,1
DRCEUTICS DrCeutics 健康亮白身体乳（200毫升）,200克,36.9,https://cf.shopee.vn/file/vn-11134201-7r98o-lx0i77rf1iz76a,http://shopee.vn/product/473985496/19033447925,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202605201485,1.38E+11,https://detail.1688.com/offer/945611607560.html?spm=a26352.13672862.offerlist.26.18227bc9zos80q&cosite=-&tracelog=p4p&_p_isad=1&clickid=54277799f99f4b6bb0f44910fa25876f&sessionid=ee2f6f26762646f398038e4c05f338ca,1688链接,05-21发布,19033447925,31.29732,六月热招,1
CINDY BLOOM 香氛沐浴露组合装：性感魅惑 + 魅力四射 640克/瓶,CINDY BLOOM 香氛沐浴露组合装：性感魅惑 + 魅力四射 640克/瓶,31.27,https://cf.shopee.vn/file/sg-11134201-820oj-mno2emvjtzi95f,http://shopee.vn/product/21079588/26826026061,Bath & Body Care,Body Wash & Soap,IVCN202605201487,1.38E+11,https://detail.1688.com/offer/724573045687.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,05-21发布,26826026061,25.9262,六月热招,1
Bella Amore Skin Gluta Berry 漂白皂 / Gluta Berry 乳液 / 保湿霜 / 喜马拉雅亮白,保湿霜,3.8,https://cf.shopee.ph/file/ph-11134207-7rasa-m6z8cmwu0f0r6e,http://shopee.ph/product/23053955/29425536578,Bath & Body Care,Body Wash & Soap,IVCN202605201489,1.39E+11,https://detail.1688.com/offer/854948376433.html?fromkv=cbuPcPlugin:searchEngineRecommend&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,05-21发布,29425536578,8.48128,六月热招,2
α-熊果苷美白霜（10克，25克）,淡黄色，25克,6.11,https://cf.shopee.ph/file/ph-11134207-7r991-lwtwifpq8pokb8,http://shopee.ph/product/18836579/15645112546,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202605201491,1.42E+11,https://detail.1688.com/offer/655113082007.html?spm=a26352.13672862.offerlist.4.579a507c2CV4YU&offerId=655113082007&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=212199aa8c0644b88783b70125ca375d&skuId=5266099383307&forcePC=1772445750774,1688链接,05-21发布,15645112546,6.11984,六月热招,1
OXECURE 硫磺皂 100克 4块装,OXECURE 硫磺皂 100克 4块装,43.13,https://cf.shopee.ph/file/sg-11134201-820nz-mnmmv9c5qj2a22,http://shopee.ph/product/255268691/18035313001,Bath & Body Care,Body Wash & Soap,IVCN202605201493,1.45E+11,https://detail.1688.com/offer/896510587220.html?sp,1688链接,05-21发布,18035313001,36.57701,六月热招,1
Unilove 保湿天然荷荷巴油 50ml 瓶装 1瓶,Unilove 保湿天然荷荷巴油 50ml 瓶装 1瓶,3.37,https://cf.shopee.ph/file/ph-11134207-7ras9-m6osttjdexhn00,http://shopee.ph/product/27809003/23733381832,Bath & Body Care,Body Oil,IVCN202605201495,1.47E+11,https://detail.1688.com/offer/899155245282.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b51056217687892514362525e0d9e&token=29FIHgqINh8Avd8E0%2Fm%2B1MI4c8hII7Yi6PJ%2BNJmMG5YCRNgjNpKLDXGZbz%2BT%2BDxe,1688链接,05-21发布,23733381832,2.69279,六月热招,1
正宗草本生姜姜黄沐浴露 - 深层清洁，淡化痘印 - 500克,新款500克版,7.98,https://cf.shopee.vn/file/vn-11134207-7ras8-mauugj7rd4zwc3,http://shopee.vn/product/24191239/2885388930,Bath & Body Care,Body Wash & Soap,IVCN202605201497,1.47E+11,https://detail.1688.com/offer/808153845745.html?spm=a26352.13672862.offerlist.110.3e291e62WWrN5O,1688链接,05-21发布,2885388930,5.26599,六月热招,1
K GLOW 谷胱甘肽防晒精华乳液 SPF45 300毫升,K GLOW 谷胱甘肽防晒精华乳液 SPF45 300毫升,8.72,https://cf.shopee.ph/file/ph-11134207-7rasj-m2hinyhi1akc9c,http://shopee.ph/product/92328166/24638242650,Bath & Body Care,Sun Care,IVCN202605201499,1.48E+11,https://detail.1688.com/offer/714995663407.html?sp,1688链接,05-21发布,24638242650,12.13804,六月热招,1
Love Maya Island Duo - 海洋与大地沐浴露（2 x 400毫升）,Love Maya Island Duo - 海洋与大地沐浴露（2 x 400毫升）,124.12,https://cf.shopee.com.my/file/my-11134207-7ras8-m6fje63rfrmqdd,http://shopee.com.my/product/1183936615/24513471882,Bath & Body Care,Body Wash & Soap,IVCN202605201501,1.48E+11,https://detail.1688.com/offer/876090700973.html?spm=a26352.13672862.offerlist.30.7c4b191fgHOeHZ&cosite=-&tracelog=p4p&_p_isad=1&clickid=2a5c66dd41024dc4b17ae2f2edf76a8d&sessionid=96c8c5f117fa43b4951b7e1921dfe9a0,1688链接,05-21发布,24513471882,109.0327,六月热招,1
